Time,Station,Type,Login_Mode,Operator,Tact_Time(Sec),LotNum,Barcode,VCMID,SensorID,FPCBID,SIte_1,Site_2,Site_3,Site_4,Site_5,Site_6,Site_7,Site_8,Site_9,Pass_Count,Fail_Count,Total,Result,CODE,Para,ERROR,Site_1_Result_code,Site_2_Result_code,Site_3_Result_code,Site_4_Result_code,Site_5_Result_code,Site_6_Result_code,Site_7_Result_code,Site_8_Result_code,Site_9_Result_code,Site_1_Result_name,Site_2_Result_name,Site_3_Result_name,Site_4_Result_name,Site_5_Result_name,Site_6_Result_name,Site_7_Result_name,Site_8_Result_name,Site_9_Result_name,SWversion_site1,SWversion_site2,SWversion_site3,SWversion_site4,SWversion_site5,SWversion_site6,SWversion_site7,SWversion_site8,SWversion_site9,SWversion_Matching,Site_1_ReInsp,Site_2_ReInsp,Site_3_ReInsp,Site_4_ReInsp,Site_5_ReInsp,Site_6_ReInsp,Site_7_ReInsp,Site_8_ReInsp,Site_9_ReInsp,Insp_Mode,Site_1_LastCode,Site_2_LastCode,Site_3_LastCode,Site_4_LastCode,Site_5_LastCode,Site_6_LastCode,Site_7_LastCode,Site_8_LastCode,Site_9_LastCode,Site_1_LastTime,Site_2_LastTime,Site_3_LastTime,Site_4_LastTime,Site_5_LastTime,Site_6_LastTime,Site_7_LastTime,Site_8_LastTime,Site_9_LastTime,A_LIGHT_AE_TIME,A_REFERENCE,D_LIGHT_AE_TIME,D_REFERENCE,A_COLOR_RG,A_COLOR_RG_REF,A_COLOR_BG,A_COLOR_BG_REF,D_COLOR_RG,D_COLOR_RG_REF,D_COLOR_BG,D_COLOR_BG_REF,GAIN_B1,GAIN_B1_REF,GAIN_B2,GAIN_B2_REF,GAIN_H1,GAIN_H1_REF,GAIN_H2,GAIN_H2_REF,EM_H1_6,EM_H1_6_REF,EM_H1_7,EM_H1_7_REF,EM_H1_8,EM_H1_8_REF,EM_H1_9,EM_H1_9_REF,EM_H1_10,EM_H1_10_REF,EM_H2_2,EM_H2_2_REF,EM_H2_3,EM_H2_3_REF,EM_H2_4,EM_H2_4_REF,EM_H2_5,EM_H2_5_REF,EM_H2_11,EM_H2_11_REF,EM_H2_12,EM_H2_12_REF,SOCKET_UP,SOCKET_DOWN,SOCKET_OPEN,SOCKET_CLOSE,SW_VERSION,PBS_VERSION
'2021-06-13 03:54:38.198,KCMCT5241H,R04A,OP,±è¿ø´ö,23.90,GGY733AM6B01,DN81246F6SVH1HW14,MB211312B6UD24A1B641027107,0ace29101033,THA12130HNX06MWAY,0.00,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72,44,116,FAIL,32,5,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.180,0.000,9.073,0.000,8.485,0.000,9.429,0.000,0.949,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.949,0.000,0.949,0.000,0.000,0.000,0.000,0.765,0.655,1.123,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 03:55:01.377,KCMCT5241H,R04A,OP,±è¿ø´ö,23.37,GGY733AM6B01,DN81246F6TDH1HW1H,AZ3B147125GNB1A19033045120,0ace02081061,THA12130DF806MWAC,0.00,21.43,22.37,0.00,19.16,0.00,0.00,0.00,0.00,72,45,117,FAIL,451,3,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.504,9.180,8.572,9.073,8.882,8.485,9.606,9.429,0.953,0.949,0.955,0.953,0.958,0.951,0.959,0.951,0.000,0.000,0.954,0.950,0.956,0.953,0.953,0.949,0.953,0.949,0.000,0.000,0.000,0.000,0.764,0.671,1.124,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 03:55:26.907,KCMCT5241H,R04A,OP,±è¿ø´ö,25.44,GGY733AM6B01,DN81246F6SWH1HW13,AZ3B147105FNB1A19936033125,0ace02081078,THA12130F0306MWAS,0.00,22.59,22.12,0.00,17.52,21.12,21.09,20.27,20.47,73,45,118,PASS,1,2,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6491,6689,7277,7323,0.812,0.816,0.276,0.275,0.476,0.478,0.526,0.522,9.287,9.180,9.195,9.073,9.398,8.485,8.953,9.429,0.942,0.949,0.950,0.953,0.957,0.951,0.953,0.951,0.000,0.000,0.943,0.950,0.949,0.953,0.948,0.949,0.948,0.949,0.000,0.000,0.000,0.000,0.765,0.592,1.232,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:55:51.354,KCMCT5241H,R04A,OP,±è¿ø´ö,23.43,GGY733AM6B01,DN81246F6TXH1HW1Z,AZ3B1511D058B3A1B127019116,0ace02090748,THA121304SB06MWAK,0.00,21.61,22.51,0.00,18.98,21.15,21.18,20.51,20.23,74,45,119,PASS,1,8,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6491,6689,7277,7323,0.814,0.816,0.277,0.275,0.477,0.478,0.526,0.522,8.311,9.180,8.307,9.073,8.043,8.485,9.784,9.429,0.954,0.949,0.953,0.953,0.957,0.951,0.953,0.951,0.000,0.000,0.954,0.950,0.959,0.953,0.954,0.949,0.955,0.949,0.000,0.000,0.000,0.000,0.780,0.702,1.279,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 03:56:13.421,KCMCT5241H,R04A,OP,±è¿ø´ö,23.07,GGY733AM6B01,DN81246F6TVH1HW11,AZ3B1471467AB1A1A529041125,0ace02090273,THA1213078A06MWA3,0.00,21.43,21.68,0.00,18.28,21.18,21.23,20.08,20.37,75,45,120,PASS,1,6,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6491,6689,7277,7323,0.815,0.816,0.279,0.275,0.477,0.478,0.533,0.522,9.662,9.180,9.670,9.073,8.952,8.485,9.186,9.429,0.944,0.949,0.946,0.953,0.949,0.951,0.945,0.951,0.000,0.000,0.940,0.950,0.946,0.953,0.947,0.949,0.943,0.949,0.000,0.000,0.000,0.000,0.764,0.639,1.170,0.952,1.4.1.54,PBS_20.200424
'2021-06-13 03:56:36.811,KCMCT5241H,R04A,OP,±è¿ø´ö,23.48,GGY733AM6B01,DN81246F6T3H1HW1T,AZ3B147125GKB1A19232056000,0ace02080633,THA12130HNF06MWAE,0.00,21.28,22.53,0.00,18.02,0.00,0.00,0.00,0.00,75,46,121,FAIL,451,4,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,9.415,9.180,9.303,9.073,9.055,8.485,7.944,9.429,0.949,0.949,0.948,0.953,0.947,0.951,0.949,0.951,0.000,0.000,0.945,0.950,0.953,0.953,0.945,0.949,0.944,0.949,0.000,0.000,0.000,0.000,0.780,0.718,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:57:00.836,KCMCT5241H,R04A,OP,±è¿ø´ö,23.88,GGY733AM6B01,DN81246F6TTH1HW13,AZ3B1511D051B3A19628008102,0ace02081084,THA1213076T06MWAS,0.00,21.34,22.00,0.00,19.03,21.15,21.05,20.06,20.53,76,46,122,PASS,1,1,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6491,6689,7277,7323,0.809,0.816,0.277,0.275,0.474,0.478,0.528,0.522,8.611,9.180,8.619,9.073,8.970,8.485,9.520,9.429,0.951,0.949,0.953,0.953,0.956,0.951,0.955,0.951,0.000,0.000,0.958,0.950,0.956,0.953,0.952,0.949,0.951,0.949,0.000,0.000,0.000,0.000,0.765,0.468,1.185,0.811,1.4.1.54,PBS_20.200424
'2021-06-13 03:57:24.264,KCMCT5241H,R04A,OP,±è¿ø´ö,23.14,GGY733AM6B01,DN81246F6STH1HW16,AZ3B147115EDB1A19632022130,0ace02080130,THA1213077U06MWAN,0.00,21.64,24.04,0.00,19.16,0.00,0.00,0.00,0.00,76,46,122,FAIL,451,7,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.541,9.180,8.490,9.073,8.036,8.485,9.525,9.429,0.954,0.949,0.954,0.953,0.952,0.951,0.951,0.951,0.000,0.000,0.956,0.950,0.959,0.953,0.947,0.949,0.953,0.949,0.000,0.000,0.000,0.000,0.764,0.639,1.186,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:57:47.598,KCMCT5241H,R04A,OP,±è¿ø´ö,23.48,GGY733AM6B01,DN81246F6UJH1HW19,AZ3B147136AEB1A19528128136,0ace02080798,THA121300PE06MWAV,0.00,21.37,22.01,0.00,19.92,21.15,20.73,20.34,20.37,77,46,123,PASS,1,5,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6491,6689,7277,7323,0.825,0.816,0.275,0.275,0.482,0.478,0.521,0.522,9.168,9.180,9.243,9.073,8.610,8.485,9.935,9.429,0.948,0.949,0.947,0.953,0.950,0.951,0.950,0.951,0.000,0.000,0.947,0.950,0.951,0.953,0.954,0.949,0.945,0.949,0.000,0.000,0.000,0.000,0.765,0.655,1.123,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 03:58:10.980,KCMCT5241H,R04A,OP,±è¿ø´ö,23.57,GGY733AM6B01,DN81246F6UHH1HW1A,AZ3B147136ADB1A19529044101,0ace02081079,THA121300PV06MWAE,0.00,21.25,21.65,0.00,17.52,21.15,20.48,20.69,20.84,78,45,123,PASS,1,3,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6770,6689,7514,7323,0.818,0.816,0.275,0.275,0.480,0.478,0.521,0.522,9.060,9.180,8.962,9.073,8.680,8.485,10.110,9.429,0.949,0.949,0.952,0.953,0.954,0.951,0.952,0.951,0.000,0.000,0.951,0.950,0.952,0.953,0.948,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.764,0.671,1.123,0.780,1.4.1.54,PBS_20.200424
'2021-06-13 03:58:34.228,KCMCT5241H,R04A,OP,±è¿ø´ö,23.17,GGY733AM6B01,DN81246F6TSH1HW14,AZ3B1511E04JB3A1A528027116,0ace02081076,THA1213076Y06MWAM,0.00,21.40,22.06,0.00,18.84,21.14,20.98,20.33,20.53,79,45,124,PASS,1,2,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6770,6689,7514,7323,0.811,0.816,0.277,0.275,0.475,0.478,0.529,0.522,8.481,9.180,8.592,9.073,8.996,8.485,8.881,9.429,0.955,0.949,0.952,0.953,0.955,0.951,0.954,0.951,0.000,0.000,0.950,0.950,0.957,0.953,0.948,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.780,0.639,1.216,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 03:58:58.272,KCMCT5241H,R04A,OP,±è¿ø´ö,23.04,GGY733AM6B01,DN81246F6TQH1HW16,AZ3B147115BLB1A1A233021119,0ace02081100,THA12130DEY06MWAR,0.00,21.43,22.46,0.00,17.60,21.15,20.73,20.47,20.44,80,45,125,PASS,1,8,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6770,6689,7514,7323,0.815,0.816,0.275,0.275,0.478,0.478,0.520,0.522,8.802,9.180,8.724,9.073,8.512,8.485,9.539,9.429,0.950,0.949,0.953,0.953,0.955,0.951,0.950,0.951,0.000,0.000,0.956,0.950,0.954,0.953,0.953,0.949,0.952,0.949,0.000,0.000,0.000,0.000,0.780,0.687,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:59:21.221,KCMCT5241H,R04A,OP,±è¿ø´ö,24.01,GGY733AM6B01,DN81246F6TNH1HW18,AZ3B1511D04JB3A1A630077138,0ace02080735,THA121304RC06MWAM,0.00,21.43,21.72,0.00,19.30,21.14,21.23,20.59,19.59,81,45,126,PASS,1,6,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6560,6689,7252,7323,0.821,0.816,0.276,0.275,0.479,0.478,0.528,0.522,8.543,9.180,8.451,9.073,8.580,8.485,9.784,9.429,0.955,0.949,0.957,0.953,0.958,0.951,0.956,0.951,0.000,0.000,0.950,0.950,0.954,0.953,0.951,0.949,0.949,0.949,0.000,0.000,0.000,0.000,0.765,0.640,1.124,0.967,1.4.1.54,PBS_20.200424
'2021-06-13 03:59:44.950,KCMCT5241H,R04A,OP,±è¿ø´ö,23.77,GGY733AM6B01,DN81246F6TMH1HW19,AZ3B147156AHB1A1B229026032,0ace02090536,THA121304Q906MWAT,0.00,21.45,22.06,0.00,19.67,21.15,21.51,20.25,20.36,82,45,127,PASS,1,4,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6560,6689,7252,7323,0.819,0.816,0.279,0.275,0.479,0.478,0.533,0.522,9.239,9.180,9.410,9.073,7.939,8.485,9.335,9.429,0.950,0.949,0.949,0.953,0.948,0.951,0.946,0.951,0.000,0.000,0.943,0.950,0.950,0.953,0.944,0.949,0.949,0.949,0.000,0.000,0.000,0.000,0.780,0.702,1.279,0.858,1.4.1.54,PBS_20.200424
